SpeciesID,RegionNumber,UnitCode,RefugeName,SciName,SciWAuthority,ExternalSourceCode,TaxonCode,TaxonCategoryGroup,TaxonCategoryName,TaxonKingdom,TaxonPhylum,TaxonClass,TaxonSubClass,TaxonInfraclass,TaxonOrder,TaxonSubOrder,TaxonFamily,TaxonRank,TaxonGenus,RefugeCommonNames,Synonyms,Occurrence,OccurrenceTags,OccurrenceNote,Seasonality,Origin,OriginTags,OriginNote,Abundance,AbundanceNote,SpringAbundance,SpringAbundanceNote,SummerAbundance,SummerAbundanceNote,FallAbundance,FallAbundanceNote,WinterAbundance,WinterAbundanceNote,Management,RecordStatus,RefugeAcceptedStatus,Sensitive,SensitivityNote,ExternalLinks,SpeciesNote,RefugeTags,SSOC_StatusLookup,CreatedBy,CreatedDate,LastModifiedBy,LastModifiedDate
138268,7,FF07RKNA00,Kenai National Wildlife Refuge,Sorbus scopulina,Sorbus scopulina Greene,25326,120388,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Rosales,,Rosaceae,Species,Sorbus,Greene's mountain ash,"120385, 196985, 216694, 216696, 837955, 837959",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:54:39 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:54:42 PM
142092,7,FF07RKNA00,Kenai National Wildlife Refuge,Carex lyngbyei,Carex lyngbyei Hornem.,39415,144471,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Cyperaceae,Species,Carex,Lyngbye's sedge,"173461, 174133, 222837",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 7:24:58 PM,Script: Mark_Laker@fws.gov,6/5/2019 7:25:00 PM
142106,7,FF07RKNA00,Kenai National Wildlife Refuge,Carex microchaeta,Carex microchaeta T. Holm,39421,144478,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Cyperaceae,Species,Carex,Smallawned sedge,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:10362,,,,Script: Mark_Laker@fws.gov,6/5/2019 7:25:03 PM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:40 AM
142240,7,FF07RKNA00,Kenai National Wildlife Refuge,Festuca,Festuca L.,40792,145628,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Genus,Festuca,,"853014, 855107, 855124, 855129",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 7:26:04 PM,Script: Mark_Laker@fws.gov,6/5/2019 7:26:08 PM
147184,7,FF07RKNA00,Kenai National Wildlife Refuge,Caryophyllaceae,Caryophyllaceae,19942,108617,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Caryophyllaceae,Family,,,"774948, 774949, 774950, 774951, 774952, 774953, 774954, 774955, 774956, 774957, 774958, 774959, 774960, 774961, 774962, 774963, 774964, 774965",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 8:04:10 PM,Script: Mark_Laker@fws.gov,6/5/2019 8:04:20 PM
150437,7,FF07RKNA00,Kenai National Wildlife Refuge,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,22766,121335,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Brassicales,,Brassicaceae,Species,Capsella,Shepherd's purse,"121336, 176926, 176928, 176931, 202201, 221718",Present,,,,Non-native,Invasive,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 8:27:35 PM,Script: Mark_Laker@fws.gov,6/5/2019 8:27:37 PM
146704,7,FF07RKNA00,Kenai National Wildlife Refuge,Moehringia lateriflora,Moehringia lateriflora (L.) Fenzl,20017,114799,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Caryophyllaceae,Species,Moehringia,bluntleaf sandwort,"169218, 220282, 220284",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:671,,,,Script: Mark_Laker@fws.gov,6/5/2019 8:00:56 PM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:14:29 AM
147559,7,FF07RKNA00,Kenai National Wildlife Refuge,Rumex,Rumex L.,20933,115823,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Polygonaceae,Genus,Rumex,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 8:06:40 PM,Script: Mark_Laker@fws.gov,6/5/2019 8:06:40 PM
147616,7,FF07RKNA00,Kenai National Wildlife Refuge,Viola renifolia,Viola renifolia A. Gray,22156,116105,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Malpighiales,,Violaceae,Species,Viola,white violet,"214224, 240350",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,Skilak Loop,,,Script: Mark_Laker@fws.gov,6/5/2019 8:07:01 PM,Script: Mark_Laker@fws.gov,6/5/2019 8:07:02 PM
132779,7,FF07RKNA00,Kenai National Wildlife Refuge,Corydalis,Corydalis DC.,18998,99294,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Ranunculales,,Papaveraceae,Genus,Corydalis,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:15:15 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:15:16 PM
137496,7,FF07RKNA00,Kenai National Wildlife Refuge,Aruncus dioicus var. vulgaris,Aruncus dioicus var. vulgaris (Maxim.) H. Hara,184621,91139,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Rosales,,Rosaceae,Variety,Aruncus,Bride's feathers,"171133, 197814, 91141",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:699,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:49:22 PM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:17:56 AM
137504,7,FF07RKNA00,Kenai National Wildlife Refuge,Isoetes maritima,Isoetes maritima Underw.,181778,91233,Plants,Vascular Plant,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiidae,,Isoetales,,Isoetaceae,Species,Isoetes,,"203798, 203802, 227758",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/UAM:Herb:4655,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:49:25 PM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:17:56 AM
133313,7,FF07RKNA00,Kenai National Wildlife Refuge,Cerastium fontanum,Cerastium fontanum Baumg.,19954,109551,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Caryophyllaceae,Species,Cerastium,big chickweed,,Present,,,,Non-native,Invasive,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,AKEPIC uses C. fontanum ssp. vulgare (not ITIS accepted) for all C. fontanum.,,,Script: Mark_Laker@fws.gov,6/5/2019 6:18:31 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:18:31 PM
133316,7,FF07RKNA00,Kenai National Wildlife Refuge,Dianthus repens,Dianthus repens Willd.,20280,110092,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Caryophyllaceae,Species,Dianthus,Boreal carnation,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:673,This species is widespread in Alaska \citep{Welsh1974}.|\itaxon{Dianthus!repens} lives in rocky places \citep{Welsh1974}.,,,Script: Mark_Laker@fws.gov,6/5/2019 6:18:32 PM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:14:29 AM
133615,7,FF07RKNA00,Kenai National Wildlife Refuge,Racomitrium canescens,Racomitrium canescens (Hedw.) Brid.,548239,255063,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Grimmiales,,Grimmiaceae,Species,Racomitrium,racomitrium moss,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:20:35 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:20:35 PM
133630,7,FF07RKNA00,Kenai National Wildlife Refuge,Didymodon rigidulus var. gracilis,Didymodon rigidulus var. gracilis (Schleich. ex Hook. & Grev.) Zand.,549366,255301,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Pottiales,,Pottiaceae,Variety,Didymodon,,"253524, 254422, 256479, 74906, 74917, 74928",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:20:40 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:20:43 PM
135031,7,FF07RKNA00,Kenai National Wildlife Refuge,Populus trichocarpa,Populus trichocarpa Torr. & A. Gray ex Hook.,195735,105822,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Malpighiales,,Salicaceae,Species,Populus,Black cottonwood,"105823, 105825, 119652, 236123",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:30:42 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:30:43 PM
135036,7,FF07RKNA00,Kenai National Wildlife Refuge,Huperzia,Huperzia Bernh.,202451,107302,Plants,Vascular Plant,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiidae,,Lycopodiales,,Lycopodiaceae,Genus,Huperzia,Clubmoss,"806434, 82902, 87801, 890996",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:30:43 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:30:46 PM
135088,7,FF07RKNA00,Kenai National Wildlife Refuge,Cerastium,Cerastium L.,19943,108628,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Caryophyllaceae,Genus,Cerastium,,220468,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 6:31:12 PM,Script: Mark_Laker@fws.gov,6/5/2019 6:31:12 PM
141719,7,FF07RKNA00,Kenai National Wildlife Refuge,Elymus alaskanus,Elymus alaskanus (Scribn. & Merr.) Á. Löve,502259,156033,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Species,Elymus,,"170883, 872448",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 7:21:51 PM,Script: Mark_Laker@fws.gov,6/5/2019 7:21:53 PM
154986,7,FF07RKNA00,Kenai National Wildlife Refuge,Angelica genuflexa,Angelica genuflexa Nutt.,29442,132578,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Apiales,,Apiaceae,Species,Angelica,Kneeling angelica,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 9:03:36 PM,Script: Mark_Laker@fws.gov,6/5/2019 9:03:37 PM
155727,7,FF07RKNA00,Kenai National Wildlife Refuge,Chrysanthemum arcticum,Chrysanthemum arcticum L.,35792,135964,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asterales,,Asteraceae,Species,Chrysanthemum,Arctic daisy,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/5/2019 9:12:26 PM,Script: Mark_Laker@fws.gov,6/5/2019 9:12:26 PM
175073,7,FF07RKNA00,Kenai National Wildlife Refuge,Viola epipsila,Viola epipsila Ledeb.,505711,164562,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Malpighiales,,Violaceae,Species,Viola,Dwarf marsh violet,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:35:50 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:35:50 AM
175450,7,FF07RKNA00,Kenai National Wildlife Refuge,Fallopia convolvulus,Fallopia convolvulus (L.) Á. Löve,513511,182231,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Caryophyllales,,Polygonaceae,Species,Fallopia,Black bindweed,"117019, 171753, 192317, 196870, 215085, 215088",Present,,,,Non-native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,1,,,Script: Mark_Laker@fws.gov,6/6/2019 12:39:10 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:39:13 AM
175752,7,FF07RKNA00,Kenai National Wildlife Refuge,Turritis glabra,Turritis glabra L.,522994,205101,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Brassicales,,Brassicaceae,Species,Turritis,tower rockcress,"121256, 89501, 89502",Present,,,,Non-native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,This species is exotic in our area according to \citet{AKEPIC2017}.,,,Script: Mark_Laker@fws.gov,6/6/2019 12:41:21 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:41:23 AM
175889,7,FF07RKNA00,Kenai National Wildlife Refuge,Aquilegia formosa,Aquilegia formosa Fisch. ex DC.,18738,96289,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Ranunculales,,Ranunculaceae,Species,Aquilegia,Western columbine,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,"http://arctos.database.museum/guid/KNWR:Herb:675, http://www.inaturalist.org/observations/21157, http://www.inaturalist.org/observations/799845",,,,Script: Mark_Laker@fws.gov,6/6/2019 12:42:22 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:18:59 AM
175867,7,FF07RKNA00,Kenai National Wildlife Refuge,Actaea,Actaea L.,18721,95176,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Ranunculales,,Ranunculaceae,Genus,Actaea,,97241,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:42:11 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:42:12 AM
175915,7,FF07RKNA00,Kenai National Wildlife Refuge,Fagales,Fagales,19273,96440,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Fagales,,,Order,,,"105699, 106043, 777203, 777204, 777205, 777206, 777207, 777208, 96117",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:42:35 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:42:40 AM
176143,7,FF07RKNA00,Kenai National Wildlife Refuge,Urticaceae,Urticaceae,19119,97122,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Rosales,,Urticaceae,Family,,,105041,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:44:35 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:44:35 AM
176264,7,FF07RKNA00,Kenai National Wildlife Refuge,Poa trivialis,Poa trivialis L.,41163,148117,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Species,Poa,Rough bluegrass,"809903, 809906, 876020, 876068, 876253, 876263, 876327, 876533, 876569, 876570, 876613",Present,,,,Non-native,Invasive,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:45:31 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:45:38 AM
176727,7,FF07RKNA00,Kenai National Wildlife Refuge,Dicranum scoparium,Dicranum scoparium Hedw.,16763,74648,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Dicranum,dicranum moss,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:49:21 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:49:21 AM
176730,7,FF07RKNA00,Kenai National Wildlife Refuge,Dicranum majus,Dicranum majus Sm.,16764,74659,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Dicranales,,Dicranaceae,Species,Dicranum,dicranum moss,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:49:22 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:49:22 AM
176796,7,FF07RKNA00,Kenai National Wildlife Refuge,Conostomum tetragonum,Conostomum tetragonum (Hedw.) Lindb.,16097,63952,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Bartramiales,,Bartramiaceae,Species,Conostomum,conostomum moss,253432,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:49:54 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:49:54 AM
177021,7,FF07RKNA00,Kenai National Wildlife Refuge,Juncus castaneus,Juncus castaneus Sm.,39229,143445,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Juncaceae,Species,Juncus,Chestnut rush,"183062, 203695, 203697, 216157, 216159, 806054",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:51:56 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:51:59 AM
177035,7,FF07RKNA00,Kenai National Wildlife Refuge,Juncus triglumis,Juncus triglumis L.,39239,143456,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Juncaceae,Species,Juncus,three-hulled rush,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:52:02 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:52:02 AM
177038,7,FF07RKNA00,Kenai National Wildlife Refuge,Juncus filiformis,Juncus filiformis L.,39240,143458,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Juncaceae,Species,Juncus,Thread rush,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:609,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:52:03 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:43 AM
177042,7,FF07RKNA00,Kenai National Wildlife Refuge,Bromus tectorum,Bromus tectorum L.,40524,143551,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Species,Bromus,cheatgrass,"172425, 210504, 210506, 210508, 221679, 775674, 869050, 869087, 872737, 873667, 873668, 883825",Present,,,,Non-native,Invasive,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,1,,,Script: Mark_Laker@fws.gov,6/6/2019 12:52:04 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:52:10 AM
177071,7,FF07RKNA00,Kenai National Wildlife Refuge,Calamagrostis lapponica,Calamagrostis lapponica (Wahlenb.) Hartm.,40533,143561,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Species,Calamagrostis,Lapland reedgrass,"218781, 218785, 218787, 847018, 867453, 869120, 869159, 869185, 869206, 869259, 869276, 882115, 882136, 883337, 890178",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://arctos.database.museum/guid/KNWR:Herb:606,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:52:19 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:43 AM
177362,7,FF07RKNA00,Kenai National Wildlife Refuge,Cyperaceae,Cyperaceae,39357,144406,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Cyperaceae,Family,,,156441,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:49 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:54:49 AM
177276,7,FF07RKNA00,Kenai National Wildlife Refuge,Deschampsia,Deschampsia P. Beauv.,40585,143618,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Poales,,Poaceae,Genus,Deschampsia,,"852977, 853016, 853358, 853420, 857844, 857940, 861233",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:15 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:54:19 AM
177289,7,FF07RKNA00,Kenai National Wildlife Refuge,Leucanthemum maximum,Leucanthemum maximum (Ramond) DC.,37902,143757,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asterales,,Asteraceae,Species,Leucanthemum,Shasta Daisy,173082,Present,,,,Non-native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://www.inaturalist.org/observations/8157380,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:21 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:43 AM
177291,7,FF07RKNA00,Kenai National Wildlife Refuge,Leucanthemum vulgare,Leucanthemum vulgare Lam.,37903,143758,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asterales,,Asteraceae,Species,Leucanthemum,Oxeye daisy,"170721, 173076, 173080, 187288, 187290, 223444, 223447, 228762, 771266",Present,,,,Non-native,Invasive,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:22 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:54:25 AM
177318,7,FF07RKNA00,Kenai National Wildlife Refuge,Iris,Iris L.,43191,144284,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asparagales,,Iridaceae,Genus,Iris,,145199,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:54:33 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:54:34 AM
177711,7,FF07RKNA00,Kenai National Wildlife Refuge,Lepidoziaceae,Lepidoziaceae,14336,45316,Plants,Non-vascular Plant,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,Lepidoziaceae,Family,,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 12:57:23 AM,Script: Mark_Laker@fws.gov,6/6/2019 12:57:23 AM
178529,7,FF07RKNA00,Kenai National Wildlife Refuge,Cinclidium subrotundum,Cinclidium subrotundum Lindb.,547670,250557,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Bryales,,Mniaceae,Species,Cinclidium,,,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,http://www.ncbi.nlm.nih.gov/nuccore/JX843230.1,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:03:34 AM,FWSpec-199:matt_bowser@fws.gov,12/9/2019 7:15:45 AM
178628,7,FF07RKNA00,Kenai National Wildlife Refuge,Hamatocaulis vernicosus,Hamatocaulis vernicosus (Mitt.) Hedenäs,547835,252569,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Calliergonaceae,Species,Hamatocaulis,hamatocaulis moss,"252661, 256573, 71294",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:04:10 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:04:12 AM
178644,7,FF07RKNA00,Kenai National Wildlife Refuge,Racomitrium heterostichum,Racomitrium heterostichum (Hedw.) Brid.,548054,253041,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Dicranidae,,Grimmiales,,Grimmiaceae,Species,Racomitrium,racomitrium moss,255637,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:04:16 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:04:17 AM
178654,7,FF07RKNA00,Kenai National Wildlife Refuge,Rhizomnium magnifolium,Rhizomnium magnifolium (Horik.) T. Kop.,548077,253089,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Bryales,,Mniaceae,Species,Rhizomnium,grandleaf rhizomnium moss,"252724, 255652, 256093, 70906",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:04:20 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:04:22 AM
178680,7,FF07RKNA00,Kenai National Wildlife Refuge,Sarmenthypnum sarmentosum,Sarmenthypnum sarmentosum (Wahlenb.) Tuom. & T. Kop.,548087,253110,Plants,Non-vascular Plant,Plantae,Bryophyta,Bryopsida,Bryidae,,Hypnales,,Amblystegiaceae,Species,Sarmenthypnum,sarmenthypnum moss,"252764, 258742, 258744, 259878, 259880, 259882, 259884, 259888, 259890, 71685",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:04:30 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:04:35 AM
178830,7,FF07RKNA00,Kenai National Wildlife Refuge,Geocaulon lividum,Geocaulon lividum (Richardson) Fernald,502755,157448,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Santalales,,Santalaceae,Species,Geocaulon,False toadflax,"177440, 785501",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:05:28 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:05:29 AM
178842,7,FF07RKNA00,Kenai National Wildlife Refuge,Maianthemum stellatum,Maianthemum stellatum (L.) Link,503656,157789,Plants,Vascular Plant,Plantae,Tracheophyta,Magnoliopsida,,,Asparagales,,Asparagaceae,Species,Maianthemum,starry false lily of the valley,"142748, 142750, 142751, 178616, 198102, 198107, 198109, 236945, 236947, 236949, 236951",Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,SE of Point Possession in a grassy meadow above the bluff,,,Script: Mark_Laker@fws.gov,6/6/2019 1:05:33 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:05:38 AM
178874,7,FF07RKNA00,Kenai National Wildlife Refuge,Dryopteridaceae,Dryopteridaceae,500057,157901,Plants,Vascular Plant,Plantae,Tracheophyta,Polypodiopsida,Polypodiidae,,Polypodiales,,Dryopteridaceae,Family,,,74587,Present,,,,Native,,,Unknown,,,,,,,,,,,Approved,Accepted,No,,,,,,Script: Mark_Laker@fws.gov,6/6/2019 1:05:49 AM,Script: Mark_Laker@fws.gov,6/6/2019 1:05:50 AM
