USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COORDINATEUNCERTAINTYINMETERS,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_LOCALITY,VERBATIM_DATE,PARTDETAIL,DEC_LAT,DEC_LONG
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238996","Sminthuridae sp. BOLD:ADR9155","12","United States","Alaska","Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","USA: Alaska, Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","6/15/2016","[{""ID"":""28572717"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1815: 4 reads"",""PA"":[]}]","60.4405584500","-151.0511828000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239959","Cyclosa conica","12","United States","Alaska","Soldotna, forest 1.6km southeast of Headquarters Lake, Slikok watershed project site MG34, west half of plot","USA: Alaska, Soldotna, forest 1.6km southeast of Headquarters Lake, Slikok watershed project site MG34, west half of plot","7/21/2016","[{""ID"":""28575370"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu223: 116 reads"",""PA"":[]}]","60.4448257600","-151.0416697000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240516","Theridion pictum","12","United States","Alaska","Soldotna, woods on north shore of Headquarters Lake 200m east of Keen Eye Trail floating dock, Slikok watershed project site MG07, east half of plot","USA: Alaska, Soldotna, woods on north shore of Headquarters Lake 200m east of Keen Eye Trail floating dock, Slikok watershed project site MG07, east half of plot","8/1/2016","[{""ID"":""28576803"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu87: 250 reads"",""PA"":[]}]","60.4632847400","-151.0673853000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240567","Dicrotendipes modestus","12","United States","Alaska","Soldotna, muskeg 40m east of Headquarters Lake, Slikok watershed project site MG14, east half of plot","USA: Alaska, Soldotna, muskeg 40m east of Headquarters Lake, Slikok watershed project site MG14, east half of plot","7/18/2016","[{""ID"":""28576905"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu33: 624 reads"",""PA"":[]}]","60.4586209900","-151.0586756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239078","Fannia postica","12","United States","Alaska","Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","USA: Alaska, Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","6/15/2016","[{""ID"":""28572881"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu30: 323 reads"",""PA"":[]}]","60.4405584500","-151.0511828000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239001","Conioscinella sp. TAW3","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","6/14/2016","[{""ID"":""28572727"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1709: 5 reads"",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239965","Trioxys sp. SlikokOtu1942","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","7/19/2016","[{""ID"":""28575382"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1942: 4 reads"",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240519","Ceraticelus fissiceps","12","United States","Alaska","Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","USA: Alaska, Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","8/10/2016","[{""ID"":""28576809"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu444: 10 reads"",""PA"":[]}]","60.4594078100","-151.0951258000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239686","Cacopsylla myrtilli","12","United States","Alaska","Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","USA: Alaska, Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","7/21/2016","[{""ID"":""28574824"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu92: 574 reads"",""PA"":[]}]","60.4403597100","-151.0420756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239907","Dendroctonus rufipennis","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, west half of plot","7/19/2016","[{""ID"":""28575266"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu945: 27 reads"",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239003","Scrobipalpa sp. SlikokOTU306","12","United States","Alaska","Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","USA: Alaska, Soldotna, stream 1.7km south-southeast of Headquarters Lake, Slikok watershed project site SK24, west half of plot","6/15/2016","[{""ID"":""28572731"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu306: 1306 reads"",""PA"":[]}]","60.4405584500","-151.0511828000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239968","Batrachedra praeangusta","12","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","7/19/2016","[{""ID"":""28575388"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu305: 493 reads"",""PA"":[]}]","60.4673548800","-151.0487529000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240079","Hydrotaea militaris","12","United States","Alaska","Soldotna, forest 940m southeast of Headquarters Lake, Slikok watershed project site SK17, east half of plot","USA: Alaska, Soldotna, forest 940m southeast of Headquarters Lake, Slikok watershed project site SK17, east half of plot","7/20/2016","[{""ID"":""28575612"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu269: 34 reads"",""PA"":[]}]","60.4494906100","-151.0503733000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240573","Paratanytarsus sp. BOLD:ACD0044","12","United States","Alaska","Soldotna, muskeg 40m east of Headquarters Lake, Slikok watershed project site MG14, east half of plot","USA: Alaska, Soldotna, muskeg 40m east of Headquarters Lake, Slikok watershed project site MG14, east half of plot","7/18/2016","[{""ID"":""28576917"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu632: 73 reads"",""PA"":[]}]","60.4586209900","-151.0586756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239752","Cyclosa conica","12","United States","Alaska","Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, west half of plot","USA: Alaska, Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, west half of plot","7/21/2016","[{""ID"":""28574956"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu49: 733 reads"",""PA"":[]}]","60.4403597100","-151.0420756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239969","Bradysia sp. BOLD:ACB0034","12","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, east half of plot","7/19/2016","[{""ID"":""28575390"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1518: 7 reads"",""PA"":[]}]","60.4673548800","-151.0487529000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239839","Mycetophila perpallida","12","United States","Alaska","Soldotna, Ski Hill Road, Centennial Trail north of Headquarters Lake, Slikok watershed project site MG02, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, Centennial Trail north of Headquarters Lake, Slikok watershed project site MG02, east half of plot","7/19/2016","[{""ID"":""28575130"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu300: 6 reads"",""PA"":[]}]","60.4675531700","-151.0578677000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239865","Mycetophila luctuosa","12","United States","Alaska","Soldotna, forest 610m southweast of Nordic Lake, Slikok watershed project site SK22, east half of plot","USA: Alaska, Soldotna, forest 610m southweast of Nordic Lake, Slikok watershed project site SK22, east half of plot","8/9/2016","[{""ID"":""28575182"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu146: 40 reads"",""PA"":[]}]","60.4413472900","-151.0876126000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239913","Allodia sp. BOLD:AAG4945","12","United States","Alaska","Soldotna, Ski Hill Road, Nordic View Trail by Nordic Lake, Slikok watershed project site SK15, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, Nordic View Trail by Nordic Lake, Slikok watershed project site SK15, west half of plot","8/9/2016","[{""ID"":""28575278"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1378: 9 reads"",""PA"":[]}]","60.4502796700","-151.0868131000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239010","Eanus decoratus","12","United States","Alaska","Soldotna, forest 880m southeast of Nordic Lake, Slikok watershed project site SK23, west half of plot","USA: Alaska, Soldotna, forest 880m southeast of Nordic Lake, Slikok watershed project site SK23, west half of plot","6/15/2016","[{""ID"":""28572745"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu172: 594 reads, SlikokOtu143: 4 reads"",""PA"":[]}]","60.4409541000","-151.0693975000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240528","Exechia sp. BOLD:AAQ3544","12","United States","Alaska","Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","USA: Alaska, Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","8/10/2016","[{""ID"":""28576827"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu247: 5 reads"",""PA"":[]}]","60.4594078100","-151.0951258000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239917","Euclytia flava","12","United States","Alaska","Soldotna, Ski Hill Road, Nordic View Trail by Nordic Lake, Slikok watershed project site SK15, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, Nordic View Trail by Nordic Lake, Slikok watershed project site SK15, west half of plot","8/9/2016","[{""ID"":""28575286"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu334: 3 reads"",""PA"":[]}]","60.4502796700","-151.0868131000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239990","Alliopsis silvestris","12","United States","Alaska","Soldotna, forest between Raven Ridge Trail and Central Peninsula landfill, Slikok watershed project site MG35, east half of plot","USA: Alaska, Soldotna, forest between Raven Ridge Trail and Central Peninsula landfill, Slikok watershed project site MG35, east half of plot","7/26/2016","[{""ID"":""28575432"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu258: 1312 reads"",""PA"":[]}]","60.4415429700","-151.0967203000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239817","Ceraticelus fissiceps","12","United States","Alaska","Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Centennial Trail 480m northeast of Kenai National Wildlife Refuge headquarters building, Slikok watershed project site SK03, east half of plot","7/19/2016","[{""ID"":""28575086"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu444: 10 reads"",""PA"":[]}]","60.4677508500","-151.0669826000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239012","Lygocoris pabulinus","12","United States","Alaska","Soldotna, forest 880m southeast of Nordic Lake, Slikok watershed project site SK23, west half of plot","USA: Alaska, Soldotna, forest 880m southeast of Nordic Lake, Slikok watershed project site SK23, west half of plot","6/15/2016","[{""ID"":""28572749"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu25: 121 reads"",""PA"":[]}]","60.4409541000","-151.0693975000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:240586","Macrosteles binotatus","12","United States","Alaska","Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, east half of plot","USA: Alaska, Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, east half of plot","7/20/2016","[{""ID"":""28576943"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu111: 228 reads"",""PA"":[]}]","60.4541548900","-151.0590794000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239754","Platypalpus sp. SlikokOtu424","12","United States","Alaska","Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","USA: Alaska, Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","7/21/2016","[{""ID"":""28574960"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu424: 19 reads"",""PA"":[]}]","60.4403597100","-151.0420756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239562","Limnophyes minimus","12","United States","Alaska","Soldotna, forest 120m east of Nordic Lake, Slikok watershed project site MG24, east half of plot","USA: Alaska, Soldotna, forest 120m east of Nordic Lake, Slikok watershed project site MG24, east half of plot","6/16/2016","[{""ID"":""28573854"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu79: 15081 reads"",""PA"":[]}]","60.4500833200","-151.0777030000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239369","Pityohyphantes alticeps","12","United States","Alaska","Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","USA: Alaska, Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","6/14/2016","[{""ID"":""28573468"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu95: 36 reads"",""PA"":[]}]","60.4630870800","-151.0582717000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239541","Conchapelopia americana","12","United States","Alaska","Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","USA: Alaska, Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","6/16/2016","[{""ID"":""28573812"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu509: 184 reads"",""PA"":[]}]","60.4543524900","-151.0681905000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238907","Paratanytarsus sp. BOLD:ACR4469","12","United States","Alaska","Soldotna, forest 1.5km south of Headquarters Lake, Slikok watershed project site MG39, east half of plot","USA: Alaska, Soldotna, forest 1.5km south of Headquarters Lake, Slikok watershed project site MG39, east half of plot","6/15/2016","[{""ID"":""28572539"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu158: 1999 reads"",""PA"":[]}]","60.4407565800","-151.0602901000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239082","Cylindrotoma distinctissima","12","United States","Alaska","Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","6/14/2016","[{""ID"":""28572894"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1468: 5 reads"",""PA"":[]}]","60.4592120300","-151.0860131000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239545","Muscidae sp. SlikokOtu843","12","United States","Alaska","Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","USA: Alaska, Soldotna, shore of southeastern bay of Headquarters Lake, Slikok watershed project site MG19, east half of plot","6/16/2016","[{""ID"":""28573820"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu843: 7 reads"",""PA"":[]}]","60.4543524900","-151.0681905000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239284","Rhagonycha mandibularis","12","United States","Alaska","Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","USA: Alaska, Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","6/14/2016","[{""ID"":""28573298"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu2: 882 reads"",""PA"":[]}]","60.4638740100","-151.0947269000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239087","Orthocentrinae sp. BOLD:AAG0965","12","United States","Alaska","Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, Slikok watershed project site SK08, east half of plot","6/14/2016","[{""ID"":""28572904"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1307: 6 reads"",""PA"":[]}]","60.4592120300","-151.0860131000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239498","Aedes sp. SlikokOtu1256","12","United States","Alaska","Soldotna, Ski Hill Road, off of Howling Hill Trail, Slikok watershed project site MG17, east half of plot","USA: Alaska, Soldotna, Ski Hill Road, off of Howling Hill Trail, Slikok watershed project site MG17, east half of plot","6/14/2016","[{""ID"":""28573726"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1256: 10 reads"",""PA"":[]}]","60.4547458500","-151.0864131000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239426","Hybotidae sp. BOLD:ACX4896","12","United States","Alaska","Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","USA: Alaska, Soldotna, 40m east of Sterling Highway 480m northeast of intersection with south end of Ski Hill Road, Slikok watershed project site MG10, east half of plot","6/14/2016","[{""ID"":""28573582"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu161: 7 reads"",""PA"":[]}]","60.4594078100","-151.0951258000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239193","Valenzuela flavidus","12","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, west half of plot","6/14/2016","[{""ID"":""28573116"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu751: 41 reads"",""PA"":[]}]","60.4673548800","-151.0487529000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239356","Ochlerotatus communis","12","United States","Alaska","Soldotna, 210m east-southeast of intersection of Sterling Highway and south end of Ski Hill Road, Slikok watershed project site MG16, west half of plot","USA: Alaska, Soldotna, 210m east-southeast of intersection of Sterling Highway and south end of Ski Hill Road, Slikok watershed project site MG16, west half of plot","6/17/2016","[{""ID"":""28573442"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu10: 91 reads"",""PA"":[]}]","60.4549416100","-151.0955246000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239449","Fannia spathiophora","12","United States","Alaska","Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","USA: Alaska, Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","6/15/2016","[{""ID"":""28573628"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1092: 3 reads"",""PA"":[]}]","60.4541548900","-151.0590794000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238920","Heterarthrus nemoratus","12","United States","Alaska","Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","USA: Alaska, Soldotna, forest 2km southeast of Headquarters Lake, Slikok watershed project site MG41, east half of plot","6/17/2016","[{""ID"":""28572565"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu587: 86 reads"",""PA"":[]}]","60.4403597100","-151.0420756000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239359","Bibionidae sp. SlikokOtu1348","12","United States","Alaska","Soldotna, 210m east-southeast of intersection of Sterling Highway and south end of Ski Hill Road, Slikok watershed project site MG16, west half of plot","USA: Alaska, Soldotna, 210m east-southeast of intersection of Sterling Highway and south end of Ski Hill Road, Slikok watershed project site MG16, west half of plot","6/17/2016","[{""ID"":""28573448"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1348: 3 reads"",""PA"":[]}]","60.4549416100","-151.0955246000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239451","Misumena vatia","12","United States","Alaska","Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","USA: Alaska, Soldotna, muskeg 230m southeast of Headquarters Lake, Slikok watershed project site MG20, west half of plot","6/15/2016","[{""ID"":""28573632"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu420: 221 reads, SlikokOtu2173: 3 reads"",""PA"":[]}]","60.4541548900","-151.0590794000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239182","Euceraphis papyrifericola","12","United States","Alaska","Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, west half of plot","USA: Alaska, Soldotna, Ski Hill Road, forest 840m northeast of Headquarters Lake, Slikok watershed project site SK04, west half of plot","6/14/2016","[{""ID"":""28573094"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu429: 4 reads"",""PA"":[]}]","60.4673548800","-151.0487529000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239371","Pseudolimnophila inornata","12","United States","Alaska","Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","USA: Alaska, Soldotna, muskeg 120m northeast of Headquarters Lake, Slikok watershed project site MG08, west half of plot","6/14/2016","[{""ID"":""28573472"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu350: 9 reads"",""PA"":[]}]","60.4630870800","-151.0582717000"
"http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:239278","Estrandia grandaeva","12","United States","Alaska","Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","USA: Alaska, Soldotna, 100m west of Sterling Highway and 1.3km from intersection with Funny River Road, Slikok watershed project site MG04, west half of plot","6/14/2016","[{""ID"":""28573286"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu66: 24 reads"",""PA"":[]}]","60.4638740100","-151.0947269000"
