category,latin,rank,origin,authority,tsn,accepted_tsn,accepted_latin,duplicate,usage,unaccept_reason,comments,vernacularName,dateFirstObserved,extirpated,inaturalistobs,arctosGUID,notes_distribution,notes_taxonomic,notes_biology,kingdom,division,phylum,class,order,suborder,family,subfamily,genus
Arthropods,Cephalops furnaceus,Species,Native,,-618271,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Pipunculidae,,Cephalops
Arthropods,Chalarus sp. ak1 bold:aaz4904,Species,Native,,-619881,NA,,,invalid,"not reviewed, USFWS record",This is a provisional name from boldsystems.org.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Pipunculidae,Chalarinae,Chalarus
Arthropods,Dorylomorpha albitarsis,Species,Native,,-618274,NA,,,invalid,"not reviewed, USFWS record",Collected for Kenai NWR Long Term Ecological Monitoring Program,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Pipunculidae,Pipunculinae,Dorylomorpha
Arthropods,Dorylomorpha spinosa,Species,Native,,-618200,NA,,,invalid,"not reviewed, USFWS record",Collected for Kenai NWR Long Term Ecological Monitoring Program,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Pipunculidae,Pipunculinae,Dorylomorpha
Arthropods,Pipunculus hertzogi,Species,Native,,-618276,NA,,,invalid,"not reviewed, USFWS record",Collected for Kenai NWR Long Term Ecological Monitoring Program,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Pipunculidae,Pipunculinae,Pipunculus
Arthropods,Lindneromyia agarici,Species,Native,"(Willard, 1914)",-619348,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Platypezidae,,Lindneromyia
Arthropods,Symphoromyia sp. bold:aap6399,Species,Native,,-620138,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Rhagionidae,,Symphoromyia
Arthropods,Cratyna sp. bold:aah3993,Species,Native,,-620083,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Nematocera,Sciaridae,,Cratyna
Arthropods,Phytosciara prosciaroides,Species,Native,"Tuomikoski, 1960",-620131,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Nematocera,Sciaridae,,Phytosciara
Arthropods,Pherbellia schoenherri,Species,Native,"(Fallén, 1826)",-619345,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Sciomyzidae,Sciomyzinae,Pherbellia
Arthropods,Pteromicra sp.,Species,Native,,-619934,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Sciomyzidae,Sciomyzinae,Pteromicra
Arthropods,Simulium rostratum,Species,Native,"(Lundstrom, 1911)",-619233,NA,,,invalid,"not reviewed, USFWS record",Identification obtained through DNA barcode.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Nematocera,Simuliidae,Simuliinae,Simulium
Arthropods,Beris hauseri,Species,Native,"Stuke, 2004",-620034,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Stratiomyidae,Beridinae,Beris
Arthropods,Helophilus sp. BOLD:AAA3292,Species,Native,,-620106,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,"This BOLD BIN (\url{http://dx.doi.org/10.5883/BOLD:AAA3292}) includes specimens identified as \itaxon{Helophilus!sp. nov.}, \itaxon{Helophilus!affinis}, \itaxon{Helophilus!groenlandicus}, and \itaxon{Helophilus!hybridus}.",,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Syrphidae,Eristalinae,Helophilus
Arthropods,Melangyna sp. bold:abx6571,Species,Native,,-620110,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,"Our COI sequence from a specimen tentatively identified as \itaxon{Melangyna!lasiophthalma} was placed in a BIN with other specimens identified as \itaxon{Melangyna} from western North America\footnote{\url{http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX6571}}, but this BIN was distinct from a BIN identified as \itaxon{Melangyna!lasiophthalma}\footnote{\url{http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK7221}}.",,Animalia,,Arthropoda,Insecta,Diptera,Brachycera,Syrphidae,Syrphinae,Melangyna
Arthropods,Metalimnobia cinctipes,Species,Native,,-620167,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Nematocera,Tipulidae,,Metalimnobia
Arthropods,Tipula macrolabis,Species,Native,"Loew, 1864",-620056,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Diptera,Nematocera,Tipulidae,Tipulinae,Tipula
Arthropods,Adelges cooleyi,Species,Native,"(Gillete, 1907)",-620149,NA,,,invalid,"not reviewed, USFWS record",,Douglas Fir Adelgid,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Adelgidae,,Adelges
Arthropods,Amphorophora agathonica,Species,Native,"Hottes, 1950",-619323,NA,,,invalid,"not reviewed, USFWS record",,Large raspberry aphid,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Amphorophora
Arthropods,Aphis varians,Species,Native,"Patch, 1914",-619324,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Aphis
Arthropods,Boernerina occidentalis,Species,Native,"Hille Ris Lambers & Hottes, 1962",-619326,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Boernerina
Arthropods,Cavariella digitata,Species,Native,"Hille Ris Lambers, 1969",-619327,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Cavariella
Arthropods,Cavariella salicis,Species,Native,"(Monell, 1879)",-619328,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Cavariella
Arthropods,Chaitophorus neglectus,Species,Native,"Hottes & Frison, 1931",-619331,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Chaitophorus
Arthropods,Chaitophorus populifolii,Species,Native,"(Essig, 1912)",-619330,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Chaitophorus
Arthropods,Cinara fornacula,Species,Native,"Hottes, 1930",-619883,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Cinara
Arthropods,Cinara nimbata,Species,Native,"Hottes, 1954",-619332,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Cinara
Arthropods,Euceraphis papyrifericola,Species,Native,"Blackman, 2002",-619334,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Euceraphis
Arthropods,Macrosiphoniella oblonga,Species,Native,"(Mordvilko, 1901)",-619215,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Macrosiphoniella
Arthropods,Macrosiphum insulare,Species,Native,(Pergande),-619335,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Macrosiphum
Arthropods,Macrosiphum stanleyi,Species,Native,"Wilson, 1915",-619336,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Macrosiphum
Arthropods,Muscaphis escherichi,Species,Native,"(Börner, 1939)",-619338,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Muscaphis
Arthropods,Pachypappa rosettei,Species,Native,"(Maxson, 1934)",-619340,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Pachypappa
Arthropods,Tamalia coweni,Species,Native,"(Cockerell, 1905)",-619342,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Tamalia
Arthropods,Thecabius affinis,Species,Native,"(Kaltenbach, 1843)",-619885,NA,,,invalid,"not reviewed, USFWS record","Thecabius populiconduplifolius on boldsystems.org, now a synonym of Thecabius affinis according to aphid.speciesfile.org. ",,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Thecabius
Arthropods,Thecabius populimonilis,Species,Native,"(Riley, 1879)",-619193,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Aphididae,,Thecabius
Arthropods,Balclutha manitou,Species,Native,"(Gillette and Baker, 1895)",-619257,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Balclutha
Arthropods,Balclutha punctata,Species,Native,"(Fabricius, 1775)",-618549,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Balclutha
Arthropods,Draeculacephala angulifera,Species,Native,"(Walker, 1851)",-620098,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Draeculacephala
Arthropods,Evacanthus grandipes,Species,Native,"Hamilton, 1983",-619196,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Evacanthus
Arthropods,Macrosteles fascifrons,Species,Native,"(Stal, 1858)",-619198,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Macrosteles
Arthropods,Thamnotettix confinis,Species,Native,,-620027,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cicadellidae,,Thamnotettix
Arthropods,Cixius meridionalis,Species,Native,,-618272,NA,,,invalid,"not reviewed, USFWS record",Collected at Headquarters Lake by Charlotte Hockin.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Cixiidae,,Cixius
Arthropods,Nothodelphax albocarinata,Species,Native,"(Stal, 1858)",-619225,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Auchenorrhyncha,Delphacidae,,Nothodelphax
Arthropods,Stenodema trispinosum,Species,Native,"Reuter, 1904",-620033,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Heteroptera,Miridae,Mirinae,Stenodema
Arthropods,Arctorthezia cataphracta,Species,Native,,-619549,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Ortheziidae,,Arctorthezia
Arthropods,Aphalara nubifera,Species,Native,,-619936,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Aphalara
Arthropods,Cacopsylla rara,Species,Native,"(Tuthill, 1944)",-619232,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Cacopsylla
Arthropods,Craspedolepta alaskensis,Species,Native,,-618170,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Craspedolepta
Arthropods,Craspedolepta nebulosa,Species,Native,,-618171,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Craspedolepta
Arthropods,Craspedolepta subpunctata,Species,Native,,-618168,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Craspedolepta
Arthropods,Psylla minor,Species,Native,,-618169,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psyllidae,,Psylla
Arthropods,Bombus insularis,Species,Native,"(Smith, 1861)",714813,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Apidae,Apinae,Bombus
Arthropods,Bombus jonellus,Species,Native,"(Kirby, 1802)",714815,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Apidae,Apinae,Bombus
Arthropods,Bombus suckleyi,Species,Native,"Greene, 1860",714839,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Apidae,Apinae,Bombus
Arthropods,Arge cyra,Species,Native,,-618190,NA,,,invalid,"not reviewed, USFWS record",,Elm sawfly,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Argidae,,Arge
Arthropods,Aleiodes 1mjs bold:aaa7795,Species,Native,,-620051,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Aleiodes
Arthropods,Aphidius ervi,Species,Native,"Haliday, 1834",-618470,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Aphidius
Arthropods,Chelonus gracilis,Species,Native,"McComb, 1968",-620151,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Chelonus
Arthropods,Colastes sp. bold:aah7214,Species,Native,,-620094,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Colastes
Arthropods,Dacnusa sp. bold:aca7170,Species,Native,,-619879,NA,,,invalid,"not reviewed, USFWS record",http://boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA7170,a braconid wasp,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Dacnusa
Arthropods,Dacnusa sp. bold:acg7033,Species,Native,,-619880,NA,,,invalid,"not reviewed, USFWS record",http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACG7033,a braconid wasp,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Dacnusa
Arthropods,Dinotrema sp. bold:abz5628,Species,Native,,-620097,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Dinotrema
Arthropods,Ephedrus incompletus,Species,Native,"(Provancher, 1886)",-618465,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Ephedrus
Arthropods,Ephedrus lacertosus,Species,Native,"(Haliday, 1833)",-618468,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Ephedrus
Arthropods,Monoctonus sp. bold:aal4464,Species,Native,,-620112,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Monoctonus
Arthropods,Opius sp. bold:aaf8735,Species,Native,,-620116,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Opius
Arthropods,Opius sp. bold:aca7077,Species,Native,,-620115,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Opius
Arthropods,Orthostigma sp. bold:aah3182,Species,Native,,-620118,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Orthostigma
Arthropods,Orthostigma sp. bold:acg6980,Species,Native,,-620117,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Orthostigma
Arthropods,Phaenocarpa sp. bold:aae6216,Species,Native,,-620123,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Phaenocarpa
Arthropods,Phaenocarpa sp. bold:aag1223,Species,Native,,-620122,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Phaenocarpa
Arthropods,Praon occidentale,Species,Native,Baker,-618466,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Praon
Arthropods,Praon sp. bold:abz6335,Species,Native,,-620126,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Braconidae,,Praon
Arthropods,Omalus aenus,Species,Native,,-618211,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Chrysididae,,Omalus
Arthropods,Trichiosoma triangulum,Species,Native,"Kirby, 1837",-619299,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Cimbicidae,,Trichiosoma
Arthropods,Crabro latipes,Species,Native,,-618336,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Crabronidae,,Crabro
Arthropods,Diplolepis polita,Species,Native,"(Ashmead, 1890)",-620154,NA,,,invalid,"not reviewed, USFWS record",,Spiny Leaf Gall Wasp,,NA,NA,,,,"This wasp makes spiny galls on leaves of \itaxon{Rosa!acicularis}  \citep{Collet2008, Shorthouse2010}.",Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Cynipidae,Cynipinae,Diplolepis
Arthropods,Spilomicrus stigmaticalis,Species,Native,"Westwood, 1832",-619274,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Diapriidae,,Spilomicrus
Arthropods,Aphelopus albopictus,Species,Native,,-618328,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Dryinidae,,Aphelopus
Arthropods,Gonatopus ashmeadi,Species,Native,,-618332,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Dryinidae,,Gonatopus
Arthropods,Eurytoma sp. bold:aav3982,Species,Native,,-620078,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Eurytomidae,,Eurytoma
Arthropods,Eurytoma sp. bold:acg6990,Species,Native,,-620101,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Eurytomidae,,Eurytoma
Arthropods,Alloxysta vicenti,Species,Native,"Ferrer-Suay, 2014",-619877,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Figitidae,,Alloxysta
Arthropods,Phaenoglyphis kenaii,Species,Native,"Ferrer-Suay & Pujade-Villar, 2014",-619876,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Figitidae,,Phaenoglyphis
Arthropods,Astiphromma leucogrammum,Species,Native,"(Holmgren, 1860)",-619842,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Astiphromma
Arthropods,Crypteffigies confusus,Species,Native,"(Ashmead, 1902)",-619862,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Crypteffigies
Arthropods,Diplazon deletus,Species,Native,"(Thomson, 1890)",-619886,NA,,,invalid,"not reviewed, USFWS record","p. 34 in Dasch (1964), dot on distribution map.",,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Diplazon
Arthropods,Hadrodactylus seldoviae,Species,Native,"(Ashmead, 1902)",-619864,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Hadrodactylus
Arthropods,Lissonota sp. bold:aca7236,Species,Native,,-620109,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,"Our single specimen keyed tentatively to \itaxon{Lissonota!clypeator} using \citet{TownesTownes1978}, but sequence data from this specimen was placed in a different BIN than other records (all European) identified as \itaxon{Lissonota!clypeator} on BOLD.",,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Lissonota
Arthropods,Mesochorus gemellus,Species,Native,"Holmgren, 1860",-619856,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Mesochorus
Arthropods,Mesochorus prolatus,Species,Native,"Dasch, 1971",-619860,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Mesochorus
Arthropods,Netelia sp. bold:aag7738,Species,Native,,-620114,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Netelia
Arthropods,Opheltes glaucopterus,Species,Native,"(Linnaeus, 1758)",-619297,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Opheltes
Arthropods,Ophion bilineatus,Species,Native,"Say, 1829",-619293,NA,,,invalid,"not reviewed, USFWS record",Based on a tentative determination.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Ophion
Arthropods,Oxyrrhexis carbonator,Species,Native,,-620177,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,,Ichneumonidae,,Oxyrrhexis
Arthropods,Polyaulon canadensis,Species,Native,"(Harrington, 1894)",-619295,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Polyaulon
Arthropods,Schenkia sp. bold:aaf4451,Species,Native,,-620096,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Schenkia
Arthropods,Syrphophilus ichneumonoides,Species,Native,"(Provancher, 1874)",-619888,NA,,,invalid,"not reviewed, USFWS record","Locality in Dasch (1964) was 9 miles east of Kenai"".""",,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Syrphophilus
Arthropods,Xestopelta vertebrata,Species,Native,"(Cushman, 1922)",-619907,NA,,,invalid,"not reviewed, USFWS record",{http://dx.doi.org/10.7299/X7X63N32},,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Ichneumonidae,,Xestopelta
Arthropods,Zele niveitarsis,Species,Native,,-700002,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,,Ichneumonidae,,Zele
Arthropods,Inostemma sp.,Species,Native,,-620129,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Platygastridae,Platygastrinae,Inostemma
Arthropods,Dinotiscus eupterus,Species,Native,"Walker, 1836",-619256,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Pteromalidae,,Dinotiscus
Arthropods,Mesopolobus verditer,Species,Native,,-620111,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Pteromalidae,,Mesopolobus
Arthropods,Urocerus flavicornis,Species,Native,(Fabricius),-620063,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Siricidae,,Urocerus
Arthropods,Allantus albolabris,Species,Native,"(Rohwer, 1917)",-618570,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Allantus
Arthropods,Brachythops wuestneii,Species,Native,,-620089,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Brachythops
Arthropods,Dolerus elderi,Species,Native,"Kincaid, 1900",-618562,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP; KNWR collection,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Dolerus
Arthropods,Dolerus gilvipes,Species,Native,"(Klug, 1818)",-618565,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Dolerus
